,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
16725,Across The Universe - Remastered 2009,66,228133,0.361,0.257,0.412,8.68E-05,1,0.0702,-11.788,1,0.0287,152.126,4,0.858,8791
16726,Animal,61,263426,0.0155,0.774,0.734,1.71E-05,6,0.0933,-6.536,0,0.0777,118.021,4,0.639,5260
16727,La Tghibe (Cyril M Remix),34,218226,0.264,0.795,0.872,0.000362,5,0.0587,-3.373,0,0.0488,100.024,4,0.966,2695
16728,Middle Finger,70,241893,0.141,0.704,0.664,0,9,0.107,-3.209,0,0.0468,99.963,4,0.533,7763
16729,Thirteen Sad Farewells,37,165613,0.443,0.647,0.402,0.000244,6,0.387,-9.922,1,0.0353,114.032,4,0.435,91693
16730,Take the Money and Run,3,170173,0.0552,0.564,0.645,2.84E-06,0,0.151,-12.923,1,0.0484,99.302,4,0.836,3841
16731,Niloofar,27,414066,0.401,0.529,0.622,0.000376,7,0.363,-8.199,1,0.0536,154.916,3,0.725,9753
16732,Uma,44,216360,0.145,0.767,0.575,0.000905,1,0.115,-7.488,1,0.0325,130.021,4,0.796,9951
16733,La Sirena,36,166666,0.284,0.723,0.373,0.003,2,0.0436,-19.267,1,0.0529,100.831,4,0.956,53413
16734,Zemzemeh,7,295000,0.939,0.394,0.278,2.75E-06,0,0.411,-12.469,1,0.0355,115.882,3,0.537,3915
16735,Shame,63,159267,0.0205,0.656,0.935,0.00075,11,0.0731,-2.476,1,0.0461,120.011,4,0.916,7495
16736,What U Gon' Do (feat. Lil Scrappy),54,320186,7.68E-05,0.838,0.724,1.02E-06,1,0.162,-6.9,0,0.242,150.192,4,0.537,5244
16737,Chandelier - Plastic Plates Remix,38,267186,0.0965,0.726,0.797,0.0256,10,0.395,-5.091,0,0.0554,98.022,4,0.954,86927
16738,Blue Orchid,2,157560,0.0825,0.482,0.654,1.15E-05,10,0.27,-8.4,0,0.316,151.269,4,0.655,9576
16739,Blonde,2,200813,0.00739,0.55,0.941,0,7,0.0651,-2.467,1,0.142,136.993,4,0.469,78479
16740,Luving U,6,252893,0.099,0.524,0.468,0.00131,10,0.112,-9.73,1,0.223,121.874,4,0.149,7472
16741,Ooh Yea (feat. Ty Dolla $ign),70,208026,0.659,0.77,0.607,0,10,0.159,-6.102,0,0.372,150.006,4,0.747,2882
16742,The Reason,65,184666,0.0991,0.654,0.606,5.57E-05,2,0.31,-8.576,1,0.0717,90.058,4,0.358,6118
16743,Fool You’ve Landed,54,221099,0.0388,0.589,0.852,0.000248,2,0.286,-4.839,1,0.0308,153.048,4,0.942,7300
16744,Stole Your Car,72,215786,0.0729,0.659,0.712,3.04E-05,7,0.367,-5.61,0,0.0782,101.034,4,0.202,4129
16745,Dreams - Lost Kings Remix,59,206013,0.281,0.623,0.89,0,7,0.118,-3.832,1,0.0377,127.978,4,0.665,9660
16746,Ready Set Go (Remix),56,290986,0.181,0.69,0.638,0,1,0.0885,-3.615,1,0.351,85.196,4,0.181,3030
16747,Maria Maria - Radio Mix,56,262160,0.0485,0.779,0.631,0.00316,2,0.0349,-5.314,1,0.115,97.927,4,0.663,2854
16748,Public Figure,39,151578,0.0777,0.846,0.725,0,9,0.256,-4.773,1,0.395,151.997,4,0.532,4305
16749,2:00 AM,57,190217,0.119,0.663,0.762,0,0,0.161,-3.327,1,0.0435,140.044,4,0.321,93193
16750,Consequences - orchestra,79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,4391
16751,Gone,56,194594,0.193,0.687,0.774,1.28E-06,5,0.102,-3.851,1,0.0448,148.05,4,0.763,9124
16752,Wait Up For Me,58,225146,0.677,0.654,0.24,0.00649,10,0.0784,-15.692,1,0.0288,83.013,1,0.246,3486
16753,Grown Up,7,139930,0.132,0.635,0.766,0,11,0.122,-6.449,1,0.26,93.603,4,0.686,54844
16754,Stay With Me - Live From Spotify Berlin,56,174373,0.808,0.529,0.0964,0.0628,0,0.709,-22.052,1,0.0459,151.286,4,0.142,2088
16755,Cut Me - Acoustic Version,53,203636,0.896,0.615,0.204,0.00138,6,0.122,-14.145,1,0.032,131.764,4,0.23,4680
16756,"The Times They Are A-Changin' - Live at Sony Music Studios, New York, NY - November 1994",49,348560,0.63,0.393,0.416,0.00791,9,0.986,-13.243,1,0.0401,163.604,3,0.512,2617
16757,Streiht Up Menace,58,274840,0.00116,0.766,0.52,0.0189,7,0.3,-9.371,1,0.105,79.838,4,0.556,2367
16758,REEL IT IN,87,121346,0.073,0.754,0.342,0,10,0.193,-8.677,0,0.0991,128.981,4,0.423,92894
16759,Cherry Wine - Live,53,240146,0.951,0.415,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.234,6052
16760,Send Me On My Way,76,263333,0.114,0.5,0.681,4.01E-05,0,0.139,-9.556,1,0.0672,119.46,4,0.745,4845
16761,ZEZE (feat. Travis Scott & Offset),91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0,0.219,98.056,4,0.543,5018
16762,Your Body - UK Radio Edit,4,172333,0.00357,0.698,0.94,0.365,0,0.0279,-5.839,1,0.0537,127.831,3,0.935,7379
16763,Stuck,76,192595,0.0175,0.768,0.796,1.22E-06,7,0.0736,-4.89,0,0.0758,104.99,4,0.564,4870
16764,Talia,70,207720,0.549,0.401,0.507,0,2,0.164,-7.001,1,0.089,180.159,4,0.236,2280
16765,The Flute Song,80,147600,0.212,0.789,0.524,0,1,0.221,-7.942,0,0.273,138.064,4,0.343,92874
16766,Tap In (feat. Trey Songz),50,192235,0.0199,0.702,0.672,0,5,0.165,-5.179,1,0.0472,74.976,4,0.602,9574
16767,Hit the Road Jack,19,119840,0.539,0.731,0.606,0,8,0.418,-8.092,0,0.0735,170.831,4,0.964,6855
16768,Balenciaga Challenge (feat. Offset),78,187216,0.128,0.746,0.404,2.05E-05,10,0.19,-9.849,0,0.403,142.913,4,0.686,94014
16769,Care Of Cell 44,52,235826,0.265,0.421,0.58,0.0136,7,0.0973,-7.011,1,0.0285,129.959,4,0.403,8216
16770,SAD!,96,166605,0.258,0.74,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473,5296
16771,Tough,68,229282,0.127,0.627,0.715,0,1,0.0768,-5.019,1,0.0329,115.005,4,0.481,4963
16772,Leily Leily,49,235946,0.14,0.737,0.83,1.48E-05,4,0.125,-5.929,0,0.069,92.988,4,0.58,97002
16773,High on You,11,218092,0.0444,0.432,0.783,0.105,7,0.0943,-4.282,0,0.0513,122.007,4,0.704,9567
16774,Rich As Fuck,64,223173,0.0395,0.612,0.593,0,1,0.484,-6.294,1,0.458,130.583,4,0.883,5314
16775,La Fuga del Dorian,58,300858,0.697,0.563,0.566,0,2,0.192,-5.229,1,0.0438,110.89,3,0.832,3874
16776,Afraid,62,220043,0.355,0.726,0.296,0,4,0.112,-7.859,0,0.0393,123.942,4,0.148,8368
16777,Mad World,0,174253,2.00E-05,0.298,0.931,0.404,2,0.339,-6.185,1,0.13,135.97,4,0.404,9593
16778,Build,58,247333,0.021,0.732,0.525,3.01E-06,11,0.269,-5.243,0,0.0844,73.835,4,0.35,5315
16779,I Love It (& Lil Pump),99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,8786
16780,Fashion After All,53,204878,0.00571,0.816,0.653,0.0709,6,0.0855,-5.87,0,0.039,123.022,4,0.631,8086
16781,Swingin',38,183533,0.548,0.666,0.64,0,4,0.177,-13.945,1,0.0387,107.751,4,0.954,7527
16782,New Patek,90,343099,0.0367,0.85,0.785,0,8,0.155,-4.963,0,0.345,145.063,4,0.718,10885
16783,1000 (feat. T.I. & Trey Songz),41,254615,0.0118,0.64,0.602,0,10,0.192,-6.701,0,0.276,82.17,4,0.297,5804
16784,Amsterdam,57,272240,0.00456,0.513,0.932,2.48E-05,10,0.245,-5.016,1,0.172,168.062,4,0.665,80023
16785,My Own Worst Enemy,73,169026,0.00129,0.494,0.946,0,4,0.398,-2.757,1,0.0637,103.408,4,0.741,59400
16786,What I Know Now (feat. Wiz Khalifa),67,180853,0.0812,0.615,0.698,1.17E-06,6,0.18,-3.212,1,0.0485,80.024,4,0.437,5049
16787,Thrive,45,178743,0.676,0.484,0.429,0.0515,0,0.411,-7.979,0,0.89,178.724,4,0.568,4888
16788,Cheap Suit,53,158960,0.928,0.502,0.0596,2.66E-05,3,0.125,-16.977,1,0.0361,133.168,4,0.317,7302
16789,Yung Luv,66,210000,0.219,0.633,0.548,3.88E-05,8,0.0689,-8.018,1,0.0523,173.994,4,0.541,18266
16790,Time Of My Life,52,181894,0.0823,0.916,0.62,2.14E-06,11,0.124,-6.612,1,0.219,95.002,4,0.793,93745
16791,Deeper,50,236545,0.844,0.484,0.293,2.30E-06,9,0.104,-8.164,1,0.0377,134.002,4,0.316,16675
16792,Beautiful (feat. Camila Cabello),94,180000,0.346,0.638,0.717,0,2,0.105,-4.722,1,0.0337,100.027,4,0.249,6866
16793,In My Head,63,187827,0.23,0.677,0.592,0.000313,1,0.127,-8.87,1,0.0642,119.901,4,0.317,4957
16794,It Wasn't Me,73,227546,0.0503,0.852,0.604,0,0,0.327,-4.569,1,0.0642,94.762,4,0.667,2508
16795,Cold Blooded,48,152240,0.571,0.48,0.839,0,10,0.173,-4.084,1,0.313,200.926,4,0.339,8381
16796,Love That Girl,57,184413,0.0136,0.71,0.674,1.73E-05,1,0.0366,-5.393,1,0.0352,124.033,4,0.7,40396
16797,"Drank, Kush, Barz (feat. Spinn)",26,216560,0.00413,0.545,0.803,3.52E-06,0,0.144,-5.247,1,0.0603,160.199,4,0.374,4095
16798,Rumba de la Buena,0,202732,0.0881,0.748,0.955,0.00326,11,0.176,-3.885,1,0.147,127.007,4,0.891,6953
16799,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,24,285373,0.0291,0.704,0.834,0.00492,10,0.147,-7.131,0,0.0358,103.555,4,0.923,81076
16800,Telstar,43,195093,0.00252,0.196,0.751,0.667,9,0.378,-7.39,1,0.0405,145.719,4,0.629,4640
16801,F**k Off - BONUS TRACK,11,144813,0.0608,0.686,0.801,0,11,0.0834,-4.324,0,0.189,143.951,4,0.757,34015
16802,Ah Yeah,58,199642,0.0483,0.762,0.939,0,11,0.0719,-2.688,0,0.054,117.986,4,0.428,6407
16803,Up to Me,60,193533,0.911,0.64,0.381,0.000254,4,0.104,-11.79,1,0.0302,91.49,4,0.581,33125
16804,Love Someone,82,205463,0.173,0.661,0.412,0,0,0.113,-6.585,1,0.0409,85.932,4,0.299,6568
16805,Have You Ever Seen The Rain?,39,160133,0.0664,0.741,0.697,2.28E-05,0,0.133,-7.028,1,0.0277,116.109,4,0.774,6817
16806,Roll Up That Loud,25,216007,0.00309,0.582,0.566,0.105,9,0.669,-11.039,1,0.23,160.151,4,0.274,7973
16807,Dead and Gone,48,191756,0.00151,0.368,0.968,0,2,0.419,-2.709,1,0.0737,168.025,4,0.52,84028
16808,Up All Night,51,226026,0.000373,0.516,0.733,0.00716,7,0.258,-11.341,0,0.0326,98.006,4,0.552,5182
16809,Let Me Hold You (Turn Me On),18,162425,0.0992,0.681,0.774,0,1,0.35,-3.167,0,0.0787,102.924,4,0.267,6140
16810,Cosmic Awareness,56,268926,0.829,0.566,0.139,0.937,0,0.112,-22.174,0,0.0371,141.963,4,0.295,3895
16811,Don't Dream It's Over,75,236933,0.0148,0.439,0.422,4.84E-05,8,0.0697,-17.227,1,0.0409,81.833,4,0.551,7820
16812,Shot,34,214192,0.661,0.759,0.474,0,2,0.131,-10.748,0,0.158,135.939,4,0.353,7988
16813,Vogue,66,316813,0.00379,0.737,0.88,0.00351,6,0.417,-6.449,1,0.0433,115.998,4,0.329,78121
16814,Cheap Sunglasses,56,288400,0.148,0.617,0.461,0.0151,5,0.12,-14.485,0,0.0434,93.853,4,0.828,9411
16815,City Lights,31,179600,0.891,0.326,0.495,0,10,0.241,-10.839,1,0.0386,109.915,4,0.723,5037
16816,Fall,56,179826,0.828,0.47,0.235,0.00534,3,0.108,-12.509,1,0.0286,59.54,4,0.358,78156
16817,Atento Al Lobo,41,267818,0.648,0.862,0.672,0,0,0.149,-6.322,1,0.0332,107.087,4,0.796,7422
16818,Burn the House Down,68,212373,0.0364,0.454,0.66,0,0,0.181,-4.357,1,0.168,184.353,4,0.568,6217
16819,Love and Happiness,64,307062,0.214,0.822,0.457,0.000397,6,0.0766,-10.937,1,0.235,99.16,4,0.73,83333
16820,Navigator,57,210783,0.252,0.553,0.842,7.17E-05,3,0.121,-4.832,1,0.0916,171.983,4,0.415,62664
16821,A Little More,73,144720,0.797,0.376,0.211,0,4,0.196,-11.665,1,0.0364,94.7,3,0.228,3143
16822,Making All Things New,26,159600,0.895,0.787,0.343,0.0275,0,0.11,-11.413,1,0.0298,100.007,4,0.47,59561
16823,De quen chon,43,167466,0.697,0.852,0.676,2.12E-05,9,0.0635,-10.635,1,0.0711,117.85,4,0.961,2170
16824,Shake,64,241706,0.472,0.48,0.79,0.713,4,0.155,-7.775,1,0.0353,111.025,4,0.446,32344
16825,Murder On My Mind,80,268434,0.145,0.759,0.73,3.06E-06,0,0.11,-7.985,0,0.0516,115.007,4,0.74,56627
16826,Ironic,60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.37,3948
16827,BBoom BBoom,77,208863,0.0149,0.785,0.744,0.00666,3,0.0661,-4.249,0,0.0369,126.018,4,0.833,4380
16828,American Made,47,159866,0.108,0.696,0.513,0.000607,8,0.0379,-14.242,1,0.0336,129.212,4,0.972,7119
16829,D.A.N.C.E.,9,209986,0.0463,0.594,0.961,0,6,0.853,-5.443,0,0.338,113.126,4,0.531,14829
16830,Change,38,196649,0.305,0.768,0.611,0,0,0.61,-5.708,0,0.309,94.17,4,0.408,9744
16831,Falling Down,97,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273,94189
16832,Heatwave,48,165973,0.397,0.456,0.645,0.00563,5,0.553,-9.851,0,0.0377,165.853,4,0.886,2166
16833,MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174,54752
16834,Dancing Queen,73,230693,0.382,0.539,0.884,0.00166,9,0.76,-6.53,1,0.0403,100.812,4,0.752,5164
16835,Rock You Like A Hurricane,66,252493,0.00853,0.482,0.601,0.000187,7,0.249,-12.846,1,0.0486,125.619,4,0.774,8075
16836,Springflower,53,228965,0.525,0.508,0.514,0.881,9,0.0961,-11.14,0,0.0296,139.993,4,0.263,8644
16837,LAMB TALK,76,172440,0.14,0.911,0.597,0,11,0.116,-6.517,0,0.273,142.036,4,0.315,5221
16838,See No Evil,9,284306,0.551,0.484,0.456,0,1,0.144,-9.057,0,0.292,157.21,4,0.0763,7318
16839,You Go Down Smooth,9,209399,0.0642,0.31,0.794,2.35E-05,4,0.178,-4.87,1,0.0831,189.184,4,0.284,72389
16840,Jet Black,48,194285,0.00251,0.879,0.58,0.00487,1,0.0996,-8.025,1,0.0684,104.981,3,0.348,4958
16841,Lantau Island,52,270000,0.921,0.209,0.181,0.971,10,0.134,-19.989,0,0.0385,76.244,4,0.0333,5469
16842,Standing Outside a Broken Phone Booth with Money in My Hand,55,336800,0.136,0.725,0.614,0.792,0,0.062,-7.015,1,0.0409,95.039,4,0.429,6211
16843,GONE (feat. Trippie Redd),70,190893,0.00107,0.712,0.731,0,9,0.219,-4.555,1,0.0335,118.016,4,0.876,34140
16844,Cringe - Stripped,68,219151,0.896,0.539,0.263,0,5,0.104,-11.149,1,0.0552,119.671,4,0.222,2961
16845,Breathe,48,189653,0.000325,0.437,0.841,0.000163,1,0.143,-4.904,0,0.0345,90.055,4,0.154,53789
16846,I Only Have Eyes For You - Single Version,3,203000,0.854,0.547,0.319,0.000124,5,0.143,-12.568,1,0.0286,87.75,3,0.382,9865
16847,Cuándo Parará La Lluvia,38,286693,0.722,0.758,0.656,1.94E-05,10,0.0773,-9.003,1,0.0367,157.574,4,0.892,95883
16848,I Surrender,59,241893,0.159,0.498,0.858,0,7,0.262,-5.259,0,0.0661,132.718,4,0.778,6750
16849,Fever To The Form,68,252960,0.795,0.358,0.546,0.0586,0,0.111,-8.927,0,0.0296,106.489,3,0.264,8241
16850,Running Away,63,185812,0.0233,0.51,0.812,0.133,2,0.166,-5.782,0,0.0744,159.885,4,0.151,3875
16851,Details,20,188239,0.832,0.516,0.434,0.00228,8,0.332,-7.895,1,0.0555,92.81,4,0.432,48497
16852,Catamaran,35,212986,0.00692,0.564,0.846,0.00175,4,0.0452,-5.897,0,0.0437,122.035,4,0.696,61582
16853,Started From the Bottom,68,174120,0.0365,0.792,0.523,0,8,0.161,-7.856,1,0.196,86.311,4,0.545,4127
16854,STREAMING,35,204245,0.126,0.6,0.872,6.17E-06,9,0.539,-4.082,0,0.141,100.002,4,0.403,7058
16855,Fuimos Amor,56,247693,0.188,0.825,0.552,0,7,0.138,-7.701,0,0.0588,95.985,4,0.805,3167
16856,"Whenever, Wherever",21,197026,0.265,0.793,0.832,6.84E-06,1,0.207,-4.861,0,0.0405,107.647,4,0.865,8408
16857,Dast Beh Dastmalom,19,403520,0.973,0.216,0.311,0.731,2,0.573,-10.037,0,0.0352,76.722,3,0.126,4193
16858,A Whiter Shade Of Pale,67,248946,0.504,0.249,0.66,0.0026,0,0.0891,-6.905,1,0.0342,149.813,4,0.435,8177
16859,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,64,178506,0.538,0.525,0.52,0.00569,7,0.111,-11.725,1,0.0271,112.554,4,0.523,9537
16860,Yikes,81,188773,0.145,0.676,0.777,0,1,0.228,-3.241,0,0.357,173.931,4,0.226,9916
16861,Beige,43,180000,0.487,0.662,0.514,0.000119,0,0.108,-9.517,0,0.0454,99.063,4,0.121,2650
16862,Love Lies (with Normani),89,201707,0.0956,0.708,0.648,0,6,0.134,-5.626,1,0.0449,143.955,4,0.338,60342
16863,Let It Be Me (feat. Ava Max),69,172933,0.128,0.743,0.529,0,7,0.181,-6.187,0,0.0505,102.048,4,0.438,4336
16864,I'll Be There For You/You're All I Need To Get By,10,307506,0.144,0.697,0.828,2.03E-06,1,0.334,-3.733,0,0.0963,95.052,4,0.555,6497
16865,Annabelle,42,243866,0.896,0.575,0.202,0.00528,9,0.139,-11.926,0,0.0317,149.509,4,0.284,5971
16866,Canta el Rio,14,260322,0.000238,0.537,0.877,5.42E-06,9,0.119,-6.405,1,0.0389,154.049,4,0.869,9992
16867,Untitled,70,135706,0.905,0.567,0.199,0,9,0.131,-9.601,1,0.101,83.827,5,0.329,4398
16868,Teleshopping,51,104124,0.772,0.673,0.211,0.854,8,0.298,-13.704,0,0.24,79.193,4,0.281,9851
16869,Fukk Sleep,73,192973,0.443,0.793,0.412,7.43E-05,2,0.219,-9.305,1,0.364,135.937,4,0.307,13598
16870,Gorillas In The Bits,0,260649,0.00361,0.834,0.824,0.497,11,0.0666,-3.516,0,0.0585,139.967,4,0.894,7754
16871,ZEZE (feat. Travis Scott & Offset),91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0,0.219,98.056,4,0.543,13921
16872,Ultraviolet,19,229162,0.591,0.276,0.283,0.000138,5,0.0792,-8.588,0,0.0378,172.942,4,0.222,4082
16873,La Vida Es Un Carnaval,67,278866,0.49,0.81,0.703,0.000607,0,0.295,-6.436,0,0.0753,104.051,4,0.869,6696
16874,Double Up ft. Young Buck,54,217600,0.00559,0.636,0.904,0,2,0.155,-2.411,1,0.335,150.023,4,0.466,6111
16875,No Brainer,94,260000,0.0733,0.552,0.76,0,0,0.0865,-4.706,1,0.342,135.702,5,0.639,2788
16876,Stuck In The Middle With You - Remastered,63,201334,0.119,0.837,0.496,0.357,7,0.115,-11.821,1,0.0402,125.017,4,0.964,4438
16877,Smoke,51,222115,0.457,0.861,0.125,0.421,0,0.101,-16.482,1,0.0708,78.036,4,0.4,7004
16878,You're Somebody Else,70,218883,0.841,0.713,0.452,0.0038,1,0.105,-9.638,1,0.0295,102.963,4,0.235,11302
16879,Aquellos Ojos Verdes,45,186862,0.614,0.613,0.485,1.38E-05,4,0.184,-4.63,0,0.0243,99.419,4,0.463,4647
16880,Whiplash,44,128372,0.00897,0.841,0.497,0.000343,1,0.0747,-9.739,0,0.069,85.998,4,0.462,9240
16881,Obvious,11,256000,0.566,0.758,0.416,4.82E-05,5,0.0744,-12.722,0,0.101,104.935,4,0.5,7912
16882,Mujeres,67,206000,0.376,0.761,0.634,0.00177,2,0.0452,-9.476,1,0.0371,106.043,4,0.881,3256
16883,Piensa,50,197770,0.143,0.543,0.61,0,5,0.0927,-7.988,0,0.029,114.702,3,0.291,2048
16884,Magic Stick,56,334413,0.126,0.862,0.488,0.00018,2,0.301,-7.914,1,0.275,92.965,4,0.57,2569
16885,Stop! In The Name Of Love,26,172933,0.512,0.629,0.592,0,0,0.102,-7.556,1,0.0277,114.99,4,0.491,73219
16886,Flames,87,195000,0.0723,0.609,0.726,8.45E-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362,5857
16887,High Beams,54,212880,0.0295,0.336,0.43,0.0259,2,0.135,-10.684,1,0.0331,140.321,4,0.0983,64242
16888,Bonsai,50,119173,0.511,0.727,0.828,0.000302,9,0.175,-5.143,0,0.077,140.008,4,0.681,8517
16889,He's Fine,49,223400,0.559,0.557,0.616,8.04E-05,10,0.0812,-8.938,1,0.0387,86.802,4,0.471,6551
16890,Life Is A Highway,65,266560,0.0681,0.683,0.751,8.36E-06,5,0.248,-10.184,1,0.0346,103.036,4,0.841,5339
16891,She Came II Give It II U,55,242560,0.0419,0.821,0.565,0,4,0.0796,-5.403,0,0.0837,119.975,4,0.732,11649
16892,What I Like About You,70,175400,0.319,0.542,0.915,5.34E-05,9,0.171,-9.637,1,0.0549,159.81,4,0.92,56667
16893,Dinero - English Version,37,161093,0.00436,0.701,0.779,0,11,0.121,-4.657,0,0.0647,119.974,4,0.451,2313
16894,Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,4450
16895,Until the Day I Die,44,205533,0.0777,0.709,0.686,2.59E-06,1,0.0896,-6.24,1,0.0616,121.955,4,0.419,96988
16896,Other Man (feat. AJ Tracey & Sloan Evans),51,155722,0.0952,0.814,0.427,0,0,0.134,-11.231,0,0.331,150.004,4,0.702,2295
16897,Silver Lining,68,199827,0.000921,0.486,0.638,0,0,0.078,-6.231,1,0.0323,144.458,4,0.178,2522
16898,Spaceship (feat. Uffie),71,167079,0.322,0.518,0.842,0,10,0.101,-1.816,1,0.0828,125.854,4,0.375,5504
16899,Saudade Nível Hard,82,181846,0.0437,0.509,0.811,0,6,0.33,-5.604,0,0.127,167.922,4,0.716,3198
16900,Leadfoot,49,245213,0.00016,0.345,0.852,0.0165,11,0.157,-4.245,1,0.0499,137.089,4,0.396,73477
16901,Asking For A Friend,14,239280,0.238,0.713,0.527,7.49E-06,4,0.111,-7.512,1,0.0329,123.006,4,0.445,9492
16902,Understood,59,208570,0.206,0.664,0.842,6.26E-06,9,0.554,-5.351,1,0.339,84.994,4,0.719,4506
16903,Kintsugi,31,208500,0.00182,0.662,0.762,0.011,0,0.0578,-6.168,1,0.083,160.028,4,0.289,3452
16904,Some Nights,62,198553,0.0978,0.404,0.926,0,4,0.102,-4.986,0,0.734,85.96,4,0.211,3433
16905,Come Closer,67,211293,0.127,0.825,0.453,3.82E-06,4,0.0838,-7.429,0,0.227,99.974,4,0.496,6771
16906,Cumpleaños,69,219000,0.0889,0.664,0.748,0,5,0.0899,-3.718,0,0.0628,170.107,4,0.735,64509
16907,Let's Get Loud,70,239400,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906,8410
16908,Dark Horse,39,215672,0.00396,0.645,0.589,0,6,0.145,-6.131,1,0.0523,131.899,4,0.35,46381
16909,In This Moment,65,166827,0.974,0.236,0.0131,0.868,0,0.119,-25.88,0,0.0352,65.492,3,0.125,6280
16910,GAME THEORY,26,230784,0.0345,0.774,0.775,0,1,0.501,-5.242,0,0.0779,159.991,4,0.452,8754
16911,Are You High?,51,192188,0.00568,0.654,0.872,0,1,0.352,-3.954,0,0.0912,102.959,4,0.789,21249
16912,Body - Orjan Nilsen Remix,41,192380,0.0173,0.654,0.916,0.00834,5,0.444,-2.195,0,0.224,126.108,4,0.408,8110
16913,False Confidence,70,222533,0.199,0.417,0.673,0,6,0.128,-7.719,1,0.0497,108.994,4,0.314,4761
16914,Want U Back,57,189766,0.621,0.703,0.625,1.32E-06,9,0.22,-7.665,1,0.0488,122.952,4,0.323,2581
16915,making her smile,46,72583,0.979,0.689,0.416,0.835,6,0.127,-10.962,0,0.0938,99.894,3,0.159,79761
16916,Choco / Mog,0,120000,0.572,0.69,0.731,0.458,4,0.242,-5.473,0,0.187,82.017,4,0.703,11107
16917,Dude (Looks Like A Lady),69,265773,0.417,0.537,0.978,1.56E-05,4,0.0374,-2.921,0,0.0442,126.343,4,0.931,8705
16918,Happy Again,56,189677,0.3,0.744,0.869,0.00152,6,0.0776,-3.605,0,0.0401,123.974,4,0.571,60551
16919,Bandera,22,157106,0.278,0.754,0.779,0,0,0.147,-5.476,1,0.0318,130.028,4,0.908,5777
16920,Chasing Cars,79,267933,0.209,0.563,0.592,5.08E-05,9,0.132,-4.571,1,0.0276,104.016,4,0.136,23130
16921,"Liar, Liar",7,110493,0.831,0.465,0.484,0.78,7,0.248,-13.882,0,0.0345,146.007,4,0.807,4216
16922,Monster,58,207200,0.000112,0.377,0.971,0.00146,6,0.371,-3.316,1,0.134,140.025,4,0.326,4415
16923,Te Boté - Remix,94,417920,0.542,0.903,0.675,1.28E-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442,4550
16924,A Love That's Hard to Find - Radio Edit,16,173697,0.0373,0.694,0.899,0.531,7,0.264,-4.682,0,0.0299,122.001,4,0.139,85531
16925,Asesina,90,187213,0.614,0.845,0.663,0,10,0.114,-5.233,0,0.27,94.215,4,0.508,72707
16926,Keep Her Close,57,214153,0.0332,0.484,0.844,0.0319,9,0.22,-6.096,0,0.0479,130.062,4,0.49,9312
16927,Consequences - orchestra,79,181913,0.645,0.547,0.289,0,0,0.148,-8.131,1,0.0348,104.851,3,0.213,5838
16928,Figure It Out,62,184053,0.262,0.657,0.817,0.00674,0,0.248,-4.415,1,0.0554,107.995,4,0.651,8020
16929,Funky So-And -So,26,235226,0.00359,0.612,0.954,0.862,8,0.0896,-5.728,1,0.044,104.115,4,0.765,21294
16930,Wat U On (feat. Gunna),70,163819,0.029,0.835,0.468,0,1,0.245,-6.97,1,0.239,126.072,4,0.401,6208
16931,Cum on Feel the Noize,68,287400,0.000183,0.441,0.908,0.00328,11,0.0612,-4.627,0,0.115,145.439,4,0.632,8978
16932,I Follow Rivers,65,228466,0.475,0.599,0.533,0.00153,9,0.235,-14.032,0,0.0472,122.262,4,0.607,3628
16933,Fa Cé-La,38,125160,0.00121,0.537,0.874,0.202,0,0.178,-8.142,1,0.0843,116.581,4,0.93,6345
16934,El Rey,40,128386,0.386,0.337,0.55,0,9,0.298,-5.814,1,0.0502,183.117,4,0.851,2136
16935,These Boots Are Made For Walkin',68,166008,0.483,0.74,0.392,1.11E-06,9,0.0965,-11.996,1,0.0824,82.742,4,0.387,2541
16936,Para Mi (feat. Red Rat),50,207750,0.00352,0.714,0.768,0,1,0.0762,-3.946,0,0.124,90.033,4,0.41,6135
16937,Too Tough,30,338106,0.03,0.889,0.557,0.0278,10,0.0916,-12.159,1,0.0703,118.222,4,0.809,6232
